,file,label,prob
87,data/input/window.jpg,mitten,0.0004685
88,data/input/window.jpg,wind chimes,0.0004613
89,data/input/window.jpg,canvas,0.0004613
90,data/input/window.jpg,wood,0.0004542
91,data/input/window.jpg,scaffold,0.0004542
92,data/input/window.jpg,springboard,0.00042
93,data/input/window.jpg,rim,0.0004134
94,data/input/window.jpg,closet,0.0004134
95,data/input/window.jpg,scraper,0.0004134
96,data/input/window.jpg,pinwheel,0.0004008
97,data/input/window.jpg,doily,0.0003946
98,data/input/window.jpg,inkwell,0.0003946
99,data/input/window.jpg,paint,0.0003946
100,data/input/window.jpg,refrigerator,0.0003824
101,data/input/window.jpg,honeypot,0.0003824
102,data/input/window.jpg,seagull,0.0003707
103,data/input/window.jpg,gong,0.0003648
104,data/input/window.jpg,pigeon,0.0003593
105,data/input/window.jpg,duct,0.0003593
106,data/input/window.jpg,magnifier,0.0003536
107,data/input/window.jpg,lens,0.0003536
108,data/input/window.jpg,dartboard,0.0003374
109,data/input/window.jpg,dish,0.0003374
110,data/input/window.jpg,urn,0.0003374
111,data/input/window.jpg,jigsaw puzzle,0.000332
112,data/input/window.jpg,banner,0.000332
113,data/input/window.jpg,bonnet,0.000332
114,data/input/window.jpg,dashboard,0.000332
115,data/input/window.jpg,windshield wiper,0.000327
116,data/input/window.jpg,wrap,0.000322
117,data/input/window.jpg,eggbeater,0.000317
118,data/input/window.jpg,scarecrow,0.000317
119,data/input/window.jpg,ivy,0.000317
120,data/input/window.jpg,saltshaker,0.000317
121,data/input/window.jpg,mailbox,0.000317
122,data/input/window.jpg,bark,0.000312
123,data/input/window.jpg,wooden leg,0.000312
124,data/input/window.jpg,pot,0.000312
125,data/input/window.jpg,home plate,0.0003073
126,data/input/window.jpg,gauze,0.0003073
127,data/input/window.jpg,router,0.0003026
128,data/input/window.jpg,rudder,0.0003026
129,data/input/window.jpg,gasket,0.0003026
130,data/input/window.jpg,cloak,0.0002978
131,data/input/window.jpg,vase,0.0002978
132,data/input/window.jpg,album,0.0002978
133,data/input/window.jpg,carriage,0.0002978
134,data/input/window.jpg,emerald,0.0002933
135,data/input/window.jpg,bow,0.0002933
136,data/input/window.jpg,bow,0.0002933
137,data/input/window.jpg,bow,0.0002933
138,data/input/window.jpg,plaster cast,0.0002887
139,data/input/window.jpg,sewing machine,0.0002887
140,data/input/window.jpg,gurney,0.0002754
141,data/input/window.jpg,spout,0.0002754
142,data/input/window.jpg,wheel,0.0002627
143,data/input/window.jpg,fireplace,0.0002627
144,data/input/window.jpg,arch,0.0002627
145,data/input/window.jpg,sheath,0.0002587
146,data/input/window.jpg,sifter,0.0002546
147,data/input/window.jpg,contact lens,0.0002546
148,data/input/window.jpg,bell,0.0002508
149,data/input/window.jpg,tablet,0.0002508
150,data/input/window.jpg,dial,0.0002508
151,data/input/window.jpg,boxer shorts,0.000247
152,data/input/window.jpg,stem,0.000247
153,data/input/window.jpg,computer,0.000247
154,data/input/window.jpg,hole,0.000247
155,data/input/window.jpg,mulberry,0.0002431
156,data/input/window.jpg,petal,0.0002431
157,data/input/window.jpg,jersey,0.0002431
158,data/input/window.jpg,easel,0.0002431
159,data/input/window.jpg,peeler,0.0002431
160,data/input/window.jpg,turkey,0.0002393
161,data/input/window.jpg,folder,0.0002356
162,data/input/window.jpg,chimney,0.0002356
163,data/input/window.jpg,tab,0.0002356
164,data/input/window.jpg,peppermint,0.0002356
165,data/input/window.jpg,thermometer,0.0002356
166,data/input/window.jpg,funnel,0.000232
167,data/input/window.jpg,crib,0.000232
168,data/input/window.jpg,gramophone,0.0002283
169,data/input/window.jpg,icemaker,0.0002283
170,data/input/window.jpg,cocoon,0.0002179
171,data/input/window.jpg,peacock,0.0002145
172,data/input/window.jpg,paperweight,0.0002145
173,data/input/window.jpg,dagger,0.0002112
174,data/input/window.jpg,music box,0.0002112
175,data/input/window.jpg,chute,0.0002112
176,data/input/window.jpg,railing,0.0002112
177,data/input/window.jpg,prune,0.0002079
178,data/input/window.jpg,loom,0.0002079
179,data/input/window.jpg,beaker,0.0002079
180,data/input/window.jpg,furnace,0.0002079
181,data/input/window.jpg,chair,0.0002079
182,data/input/window.jpg,board,0.0002079
183,data/input/window.jpg,wing,0.0002047
184,data/input/window.jpg,retainer,0.0002047
185,data/input/window.jpg,garter,0.0002047
186,data/input/window.jpg,icicle,0.0002047
187,data/input/window.jpg,mirror,0.0002047
188,data/input/window.jpg,bench,0.0002015
189,data/input/window.jpg,trough,0.0002015
190,data/input/window.jpg,wineglass,0.0002015
191,data/input/window.jpg,eye,0.0002015
192,data/input/window.jpg,table,0.0001984
193,data/input/window.jpg,ottoman,0.0001984
194,data/input/window.jpg,car door,0.0001984
195,data/input/window.jpg,clasp,0.0001923
196,data/input/window.jpg,mint,0.0001923
197,data/input/window.jpg,penholder,0.0001893
198,data/input/window.jpg,generator,0.0001893
199,data/input/window.jpg,paper,0.0001893
200,data/input/window.jpg,peg,0.0001863
201,data/input/window.jpg,jar,0.0001863
202,data/input/window.jpg,candlestick,0.0001863
203,data/input/window.jpg,television,0.0001863
204,data/input/window.jpg,jug,0.0001835
205,data/input/window.jpg,thread,0.0001806
206,data/input/window.jpg,drawer,0.0001806
207,data/input/window.jpg,lectern,0.0001806
208,data/input/window.jpg,veil,0.0001751
209,data/input/window.jpg,patch,0.0001724
210,data/input/window.jpg,woman,0.0001724
211,data/input/window.jpg,blanket,0.0001696
212,data/input/window.jpg,dishrag,0.0001696
213,data/input/window.jpg,paintbrush,0.0001696
214,data/input/window.jpg,binoculars,0.0001696
215,data/input/window.jpg,box,0.000167
216,data/input/window.jpg,chalk,0.000167
217,data/input/window.jpg,bedpan,0.000167
218,data/input/window.jpg,razor blade,0.000167
219,data/input/window.jpg,wick,0.000167
220,data/input/window.jpg,orange,0.000167
221,data/input/window.jpg,ring,0.000167
222,data/input/window.jpg,ladder,0.0001645
223,data/input/window.jpg,spam,0.0001645
224,data/input/window.jpg,wine cooler,0.0001619
225,data/input/window.jpg,barnacle,0.0001619
226,data/input/window.jpg,skeleton,0.0001619
227,data/input/window.jpg,toolbox,0.0001594
228,data/input/window.jpg,leek,0.0001594
229,data/input/window.jpg,clothesline,0.0001594
230,data/input/window.jpg,telegraph,0.0001594
231,data/input/window.jpg,brake,0.0001569
232,data/input/window.jpg,remote control,0.0001569
233,data/input/window.jpg,cape,0.0001569
234,data/input/window.jpg,cushion,0.0001569
235,data/input/window.jpg,water filter,0.0001569
236,data/input/window.jpg,cymbal,0.0001545
237,data/input/window.jpg,potholder,0.0001545
238,data/input/window.jpg,broom,0.0001521
239,data/input/window.jpg,pheasant,0.0001497
240,data/input/window.jpg,rattle,0.0001497
241,data/input/window.jpg,stereo,0.0001497
242,data/input/window.jpg,flypaper,0.0001497
243,data/input/window.jpg,bush,0.0001497
244,data/input/window.jpg,spool,0.0001497
245,data/input/window.jpg,poster,0.0001475
246,data/input/window.jpg,rooster,0.0001475
247,data/input/window.jpg,bracket,0.0001475
248,data/input/window.jpg,pan,0.0001475
249,data/input/window.jpg,scaffolding,0.0001452
250,data/input/window.jpg,eyepiece,0.0001452
251,data/input/window.jpg,owl,0.0001452
252,data/input/window.jpg,quad,0.0001429
253,data/input/window.jpg,saucer,0.0001429
254,data/input/window.jpg,fence,0.0001429
255,data/input/window.jpg,triangle,0.0001429
256,data/input/window.jpg,bib,0.0001407
257,data/input/window.jpg,saddle,0.0001407
258,data/input/window.jpg,block,0.0001407
259,data/input/window.jpg,pitcher,0.0001407
260,data/input/window.jpg,horseshoe,0.0001385
261,data/input/window.jpg,hip,0.0001385
262,data/input/window.jpg,elbow,0.0001364
263,data/input/window.jpg,racehorse,0.0001364
264,data/input/window.jpg,freezer,0.0001364
265,data/input/window.jpg,pallet,0.0001364
266,data/input/window.jpg,wax,0.0001342
267,data/input/window.jpg,can,0.0001342
268,data/input/window.jpg,basketball,0.0001322
269,data/input/window.jpg,waterwheel,0.0001322
270,data/input/window.jpg,brush,0.0001322
271,data/input/window.jpg,football,0.0001322
272,data/input/window.jpg,bedpost,0.0001322
273,data/input/window.jpg,man,0.0001322
274,data/input/window.jpg,place mat,0.00013
275,data/input/window.jpg,snow,0.00013
276,data/input/window.jpg,hedge,0.00013
277,data/input/window.jpg,clover,0.00013
278,data/input/window.jpg,container,0.000128
279,data/input/window.jpg,shield,0.000128
280,data/input/window.jpg,parrot,0.000128
281,data/input/window.jpg,flashbulb,0.000128
282,data/input/window.jpg,snowshoe,0.000128
283,data/input/window.jpg,iron,0.0001261
284,data/input/window.jpg,potpourri,0.0001261
285,data/input/window.jpg,mussel,0.0001261
286,data/input/window.jpg,razor,0.0001261
287,data/input/window.jpg,chalkboard,0.0001241
288,data/input/window.jpg,tee,0.0001241
289,data/input/window.jpg,guardrail,0.0001241
290,data/input/window.jpg,nutcracker,0.0001241
291,data/input/window.jpg,cream,0.0001222
292,data/input/window.jpg,chime,0.0001222
293,data/input/window.jpg,wedge,0.0001222
294,data/input/window.jpg,cork,0.00012034
295,data/input/window.jpg,snowball,0.00012034
296,data/input/window.jpg,radar,0.00012034
297,data/input/window.jpg,granite,0.00011843
298,data/input/window.jpg,floss,0.00011843
299,data/input/window.jpg,curb,0.00011843
300,data/input/window.jpg,mattress,0.00011843
301,data/input/window.jpg,first-aid kit,0.00011843
302,data/input/window.jpg,dishwashing liquid,0.00011665
303,data/input/window.jpg,hook,0.00011665
304,data/input/window.jpg,blinder,0.00011665
305,data/input/window.jpg,hatbox,0.00011665
306,data/input/window.jpg,bolt,0.00011665
307,data/input/window.jpg,hook,0.00011665
308,data/input/window.jpg,glove,0.00011665
309,data/input/window.jpg,grapevine,0.0001148
310,data/input/window.jpg,melon,0.0001148
311,data/input/window.jpg,mast,0.000113
312,data/input/window.jpg,shell,0.000113
313,data/input/window.jpg,shell,0.000113
314,data/input/window.jpg,shell,0.000113
315,data/input/window.jpg,bird,0.000113
316,data/input/window.jpg,dog,0.000113
317,data/input/window.jpg,revolving door,0.000113
318,data/input/window.jpg,chisel,0.000113
319,data/input/window.jpg,moss,0.0001113
320,data/input/window.jpg,mat,0.0001113
321,data/input/window.jpg,boy,0.0001113
322,data/input/window.jpg,gate,0.0001113
323,data/input/window.jpg,easter egg,0.0001113
324,data/input/window.jpg,radio,0.0001113
325,data/input/window.jpg,beehive,0.0001113
326,data/input/window.jpg,clothes,0.0001113
327,data/input/window.jpg,washcloth,0.0001113
328,data/input/window.jpg,basket,0.00010955
329,data/input/window.jpg,blower,0.00010955
330,data/input/window.jpg,accordion,0.00010955
331,data/input/window.jpg,fern,0.00010955
332,data/input/window.jpg,workbench,0.00010955
333,data/input/window.jpg,torso,0.00010955
334,data/input/window.jpg,coffee pot,0.0001079
335,data/input/window.jpg,teapot,0.0001079
336,data/input/window.jpg,horn,0.0001079
337,data/input/window.jpg,shawl,0.0001079
338,data/input/window.jpg,nail,0.0001079
339,data/input/window.jpg,kite,0.0001062
340,data/input/window.jpg,magnifying glass,0.0001062
341,data/input/window.jpg,microwave,0.0001062
342,data/input/window.jpg,clay,0.00010455
343,data/input/window.jpg,gallows,0.00010455
344,data/input/window.jpg,pulley,0.00010455
345,data/input/window.jpg,washing machine,0.00010455
346,data/input/window.jpg,thorn,0.00010294
347,data/input/window.jpg,eyedropper,0.00010294
348,data/input/window.jpg,bunkbed,0.00010294
349,data/input/window.jpg,brace,0.00010294
350,data/input/window.jpg,chicken wire,0.00010294
351,data/input/window.jpg,lantern,0.0001013
352,data/input/window.jpg,cat,0.0001013
353,data/input/window.jpg,rearview mirror,0.0001013
354,data/input/window.jpg,hose,0.0001013
355,data/input/window.jpg,windsock,9.98e-05
356,data/input/window.jpg,trailer,9.98e-05
357,data/input/window.jpg,grate,9.98e-05
358,data/input/window.jpg,cane,9.98e-05
359,data/input/window.jpg,pea,9.82e-05
360,data/input/window.jpg,crystal,9.82e-05
361,data/input/window.jpg,camera,9.82e-05
362,data/input/window.jpg,pet food,9.82e-05
363,data/input/window.jpg,camera,9.82e-05
364,data/input/window.jpg,crystal,9.82e-05
365,data/input/window.jpg,coffin,9.67e-05
366,data/input/window.jpg,sweeper,9.67e-05
367,data/input/window.jpg,knitting,9.67e-05
368,data/input/window.jpg,quill,9.67e-05
369,data/input/window.jpg,clock,9.67e-05
370,data/input/window.jpg,sawhorse,9.67e-05
371,data/input/window.jpg,sandpaper,9.67e-05
372,data/input/window.jpg,scallion,9.67e-05
373,data/input/window.jpg,gearshift,9.67e-05
374,data/input/window.jpg,punch,9.52e-05
375,data/input/window.jpg,coffeemaker,9.52e-05
376,data/input/window.jpg,gift,9.52e-05
377,data/input/window.jpg,lock,9.52e-05
378,data/input/window.jpg,punch,9.52e-05
379,data/input/window.jpg,speaker,9.37e-05
380,data/input/window.jpg,valve,9.37e-05
381,data/input/window.jpg,wagon,9.37e-05
382,data/input/window.jpg,jewel,9.37e-05
383,data/input/window.jpg,hood,9.37e-05
384,data/input/window.jpg,slicer,9.227e-05
385,data/input/window.jpg,face,9.227e-05
386,data/input/window.jpg,cornucopia,9.227e-05
387,data/input/window.jpg,wheelbarrow,9.084e-05
388,data/input/window.jpg,gum,9.084e-05
389,data/input/window.jpg,honeycomb,9.084e-05
390,data/input/window.jpg,souffle,9.084e-05
391,data/input/window.jpg,brick,8.94e-05
392,data/input/window.jpg,compass,8.94e-05
393,data/input/window.jpg,gravel,8.94e-05
394,data/input/window.jpg,coral,8.94e-05
395,data/input/window.jpg,hand,8.804e-05
396,data/input/window.jpg,coop,8.804e-05
397,data/input/window.jpg,macadamia,8.804e-05
398,data/input/window.jpg,silverware,8.804e-05
399,data/input/window.jpg,camera lens,8.804e-05
400,data/input/window.jpg,tape,8.804e-05
401,data/input/window.jpg,bra,8.667e-05
402,data/input/window.jpg,fig,8.667e-05
403,data/input/window.jpg,flag,8.667e-05
404,data/input/window.jpg,spider web,8.535e-05
405,data/input/window.jpg,stirrup,8.535e-05
406,data/input/window.jpg,dart,8.535e-05
407,data/input/window.jpg,envelope,8.535e-05
408,data/input/window.jpg,kettle,8.535e-05
409,data/input/window.jpg,wax paper,8.4e-05
410,data/input/window.jpg,scissors,8.4e-05
411,data/input/window.jpg,reel,8.4e-05
412,data/input/window.jpg,gun,8.4e-05
413,data/input/window.jpg,pistachio,8.4e-05
414,data/input/window.jpg,harp,8.14e-05
415,data/input/window.jpg,plant,8.14e-05
416,data/input/window.jpg,horse,8.14e-05
417,data/input/window.jpg,lampshade,8.14e-05
418,data/input/window.jpg,grasshopper,8.017e-05
419,data/input/window.jpg,sledgehammer,8.017e-05
420,data/input/window.jpg,stretcher,8.017e-05
421,data/input/window.jpg,cannonball,8.017e-05
422,data/input/window.jpg,marmalade,8.017e-05
423,data/input/window.jpg,motherboard,7.89e-05
424,data/input/window.jpg,goalpost,7.89e-05
425,data/input/window.jpg,throne,7.89e-05
426,data/input/window.jpg,sprinkler,7.766e-05
427,data/input/window.jpg,switch,7.766e-05
428,data/input/window.jpg,hay,7.766e-05
429,data/input/window.jpg,bookshelf,7.65e-05
430,data/input/window.jpg,puppet,7.65e-05
431,data/input/window.jpg,riser,7.65e-05
432,data/input/window.jpg,scoreboard,7.65e-05
433,data/input/window.jpg,shovel,7.65e-05
434,data/input/window.jpg,velcro,7.65e-05
435,data/input/window.jpg,bee,7.53e-05
436,data/input/window.jpg,comb,7.53e-05
437,data/input/window.jpg,lavender,7.53e-05
438,data/input/window.jpg,puck,7.53e-05
439,data/input/window.jpg,mannequin,7.53e-05
440,data/input/window.jpg,projector,7.415e-05
441,data/input/window.jpg,rocking chair,7.415e-05
442,data/input/window.jpg,cummerbund,7.415e-05
443,data/input/window.jpg,notepad,7.415e-05
444,data/input/window.jpg,plate,7.296e-05
445,data/input/window.jpg,teacup,7.296e-05
446,data/input/window.jpg,root,7.296e-05
447,data/input/window.jpg,tray,7.296e-05
448,data/input/window.jpg,oyster,7.18e-05
449,data/input/window.jpg,leech,7.18e-05
450,data/input/window.jpg,ribbon,7.18e-05
451,data/input/window.jpg,figurine,7.18e-05
452,data/input/window.jpg,marble,7.18e-05
453,data/input/window.jpg,swan,7.18e-05
454,data/input/window.jpg,pennant,7.18e-05
455,data/input/window.jpg,handbrake,7.075e-05
456,data/input/window.jpg,coal,7.075e-05
457,data/input/window.jpg,bassinet,6.96e-05
458,data/input/window.jpg,wire cutters,6.96e-05
459,data/input/window.jpg,stilt,6.855e-05
460,data/input/window.jpg,raccoon,6.855e-05
461,data/input/window.jpg,gear,6.855e-05
462,data/input/window.jpg,cross,6.855e-05
463,data/input/window.jpg,olive,6.855e-05
464,data/input/window.jpg,pillow,6.855e-05
465,data/input/window.jpg,wire,6.855e-05
466,data/input/window.jpg,desk,6.75e-05
467,data/input/window.jpg,trumpet,6.75e-05
468,data/input/window.jpg,poppy,6.75e-05
469,data/input/window.jpg,stool,6.75e-05
470,data/input/window.jpg,origami,6.75e-05
471,data/input/window.jpg,poodle,6.646e-05
472,data/input/window.jpg,pine needle,6.646e-05
473,data/input/window.jpg,hoe,6.545e-05
474,data/input/window.jpg,slipper,6.545e-05
475,data/input/window.jpg,tupperware,6.545e-05
476,data/input/window.jpg,sock,6.545e-05
477,data/input/window.jpg,groundhog,6.443e-05
478,data/input/window.jpg,loveseat,6.443e-05
479,data/input/window.jpg,light switch,6.443e-05
480,data/input/window.jpg,crucifix,6.443e-05
481,data/input/window.jpg,bank,6.443e-05
482,data/input/window.jpg,muff,6.34e-05
483,data/input/window.jpg,mouse,6.34e-05
484,data/input/window.jpg,thumb,6.34e-05
485,data/input/window.jpg,walker,6.34e-05
486,data/input/window.jpg,mouse,6.34e-05
487,data/input/window.jpg,gem,6.34e-05
488,data/input/window.jpg,walker,6.34e-05
489,data/input/window.jpg,cleaver,6.24e-05
490,data/input/window.jpg,vial,6.24e-05
491,data/input/window.jpg,shoehorn,6.24e-05
492,data/input/window.jpg,smoke alarm,6.24e-05
493,data/input/window.jpg,modem,6.145e-05
494,data/input/window.jpg,van,6.145e-05
495,data/input/window.jpg,blind,6.145e-05
496,data/input/window.jpg,rock,6.145e-05
497,data/input/window.jpg,periscope,6.145e-05
498,data/input/window.jpg,defibrillator,6.145e-05
499,data/input/window.jpg,telescope,6.145e-05
500,data/input/window.jpg,videogame,6.05e-05
501,data/input/window.jpg,rose,6.05e-05
502,data/input/window.jpg,apron,6.05e-05
503,data/input/window.jpg,cabbage,6.05e-05
504,data/input/window.jpg,touchpad,6.05e-05
505,data/input/window.jpg,goblet,6.05e-05
506,data/input/window.jpg,diamond,6.05e-05
507,data/input/window.jpg,match,5.955e-05
508,data/input/window.jpg,dandelion,5.955e-05
509,data/input/window.jpg,treasure,5.955e-05
510,data/input/window.jpg,twig,5.955e-05
511,data/input/window.jpg,sundial,5.955e-05
512,data/input/window.jpg,toy,5.955e-05
513,data/input/window.jpg,step stool,5.955e-05
514,data/input/window.jpg,bed,5.955e-05
515,data/input/window.jpg,rain gauge,5.955e-05
516,data/input/window.jpg,pliers,5.865e-05
517,data/input/window.jpg,revolver,5.865e-05
518,data/input/window.jpg,parsley,5.865e-05
519,data/input/window.jpg,knot,5.865e-05
520,data/input/window.jpg,loincloth,5.776e-05
521,data/input/window.jpg,noisemaker,5.776e-05
522,data/input/window.jpg,coil,5.776e-05
523,data/input/window.jpg,frog,5.776e-05
524,data/input/window.jpg,toaster oven,5.776e-05
525,data/input/window.jpg,seismograph,5.776e-05
526,data/input/window.jpg,piano,5.686e-05
527,data/input/window.jpg,seed,5.686e-05
528,data/input/window.jpg,dice,5.686e-05
529,data/input/window.jpg,licorice,5.597e-05
530,data/input/window.jpg,racket,5.597e-05
531,data/input/window.jpg,walnut,5.51e-05
532,data/input/window.jpg,prism,5.51e-05
533,data/input/window.jpg,fencepost,5.51e-05
534,data/input/window.jpg,mop,5.51e-05
535,data/input/window.jpg,cooler,5.51e-05
536,data/input/window.jpg,clipper,5.51e-05
537,data/input/window.jpg,shortbread,5.51e-05
538,data/input/window.jpg,trigger,5.51e-05
539,data/input/window.jpg,clipper,5.51e-05
540,data/input/window.jpg,axe,5.51e-05
541,data/input/window.jpg,graffiti,5.424e-05
542,data/input/window.jpg,headrest,5.424e-05
543,data/input/window.jpg,crow,5.34e-05
544,data/input/window.jpg,garlic,5.34e-05
545,data/input/window.jpg,ladle,5.34e-05
546,data/input/window.jpg,straw,5.34e-05
547,data/input/window.jpg,rug,5.34e-05
548,data/input/window.jpg,straw,5.34e-05
549,data/input/window.jpg,bat,5.26e-05
550,data/input/window.jpg,bat,5.26e-05
551,data/input/window.jpg,column,5.26e-05
552,data/input/window.jpg,clam,5.26e-05
553,data/input/window.jpg,coleslaw,5.174e-05
554,data/input/window.jpg,tapestry,5.174e-05
555,data/input/window.jpg,dolly,5.174e-05
556,data/input/window.jpg,gargoyle,5.174e-05
557,data/input/window.jpg,jukebox,5.174e-05
558,data/input/window.jpg,vegetable,5.174e-05
559,data/input/window.jpg,squirrel,5.096e-05
560,data/input/window.jpg,headlight,5.096e-05
561,data/input/window.jpg,lamb,5.096e-05
562,data/input/window.jpg,green beans,5.096e-05
563,data/input/window.jpg,sickle,5.096e-05
564,data/input/window.jpg,padlock,5.096e-05
565,data/input/window.jpg,ball,5.096e-05
566,data/input/window.jpg,vacuum,5.02e-05
567,data/input/window.jpg,ruby,5.02e-05
568,data/input/window.jpg,boomerang,5.02e-05
569,data/input/window.jpg,shoe polish,5.02e-05
570,data/input/window.jpg,crown,5.02e-05
571,data/input/window.jpg,coin,5.02e-05
572,data/input/window.jpg,duster,5.02e-05
573,data/input/window.jpg,scooter,4.935e-05
574,data/input/window.jpg,hobbyhorse,4.935e-05
575,data/input/window.jpg,glue,4.935e-05
576,data/input/window.jpg,mousse,4.935e-05
577,data/input/window.jpg,uniform,4.864e-05
578,data/input/window.jpg,water heater,4.864e-05
579,data/input/window.jpg,spider,4.864e-05
580,data/input/window.jpg,firewood,4.864e-05
581,data/input/window.jpg,chive,4.864e-05
582,data/input/window.jpg,lemon,4.864e-05
583,data/input/window.jpg,air pump,4.786e-05
584,data/input/window.jpg,basil,4.786e-05
585,data/input/window.jpg,straightjacket,4.786e-05
586,data/input/window.jpg,globe,4.786e-05
587,data/input/window.jpg,squash,4.786e-05
588,data/input/window.jpg,gauge,4.715e-05
589,data/input/window.jpg,rolling pin,4.715e-05
590,data/input/window.jpg,patty,4.715e-05
591,data/input/window.jpg,arrow,4.715e-05
592,data/input/window.jpg,kneepad,4.715e-05
593,data/input/window.jpg,ramp,4.715e-05
594,data/input/window.jpg,eagle,4.715e-05
595,data/input/window.jpg,compost,4.64e-05
596,data/input/window.jpg,knitting needle,4.64e-05
597,data/input/window.jpg,duck,4.64e-05
598,data/input/window.jpg,armor,4.64e-05
599,data/input/window.jpg,cup,4.64e-05
600,data/input/window.jpg,cornmeal,4.64e-05
601,data/input/window.jpg,grass,4.64e-05
602,data/input/window.jpg,hail,4.566e-05
603,data/input/window.jpg,hummingbird,4.566e-05
604,data/input/window.jpg,tag,4.566e-05
605,data/input/window.jpg,grain,4.566e-05
606,data/input/window.jpg,goose,4.566e-05
607,data/input/window.jpg,incubator,4.566e-05
608,data/input/window.jpg,gel,4.566e-05
609,data/input/window.jpg,kiwi,4.566e-05
610,data/input/window.jpg,cord,4.494e-05
611,data/input/window.jpg,possum,4.494e-05
612,data/input/window.jpg,costume,4.494e-05
613,data/input/window.jpg,parfait,4.494e-05
614,data/input/window.jpg,scale,4.494e-05
615,data/input/window.jpg,target,4.43e-05
616,data/input/window.jpg,tambourine,4.43e-05
617,data/input/window.jpg,binder,4.43e-05
618,data/input/window.jpg,book,4.43e-05
619,data/input/window.jpg,drum,4.43e-05
620,data/input/window.jpg,knife,4.43e-05
621,data/input/window.jpg,roll,4.43e-05
622,data/input/window.jpg,tick,4.36e-05
623,data/input/window.jpg,robe,4.36e-05
624,data/input/window.jpg,camper,4.36e-05
625,data/input/window.jpg,bug,4.36e-05
626,data/input/window.jpg,blender,4.36e-05
627,data/input/window.jpg,nose,4.36e-05
628,data/input/window.jpg,ashtray,4.29e-05
