,uniqueID,label,prob
293,window,wedge,0.00012223225
294,window,cork,0.00011961431
295,window,snowball,0.000119582604
296,window,granite,0.00011935155
297,window,first-aid kit,0.000118990596
298,window,radar,0.000118871496
299,window,floss,0.00011859341
300,window,mattress,0.0001177985
301,window,curb,0.00011776682
302,window,glove,0.000117494004
303,window,blinder,0.00011645498
304,window,dishwashing liquid,0.00011633465
305,window,hatbox,0.00011553483
306,window,bolt,0.00011552845
307,window,hook,0.00011502054
308,window,hook,0.00011502054
309,window,grapevine,0.00011401297
310,window,washcloth,0.000113705246
311,window,shell,0.00011350914
312,window,shell,0.00011350914
313,window,shell,0.00011350914
314,window,melon,0.000112978436
315,window,bird,0.00011297585
316,window,dog,0.00011271563
317,window,mast,0.00011200712
318,window,revolving door,0.00011188541
319,window,moss,0.000111874746
320,window,chisel,0.00011142265
321,window,easter egg,0.00011128608
322,window,radio,0.000111044355
323,window,gate,0.000110950365
324,window,beehive,0.00011082409
325,window,mat,0.00011036866
326,window,boy,0.00011032026
327,window,fern,0.00011013273
328,window,blower,0.00010965168
329,window,clothes,0.00010929025
330,window,basket,0.000109037486
331,window,accordion,0.00010895162
332,window,torso,0.00010819121
333,window,nail,0.000107773936
334,window,workbench,0.0001075936
335,window,horn,0.00010742034
336,window,coffee pot,0.00010732408
337,window,pulley,0.000106315965
338,window,microwave,0.00010621544
339,window,shawl,0.000106113584
340,window,kite,0.00010603549
341,window,gallows,0.00010603225
342,window,teapot,0.00010568255
343,window,magnifying glass,0.00010485192
344,window,washing machine,0.00010469804
345,window,bunkbed,0.000104533814
346,window,chicken wire,0.000104471634
347,window,clay,0.000104154686
348,window,thorn,0.00010241912
349,window,brace,0.00010185748
350,window,eyedropper,0.00010132461
351,window,cat,0.00010051999
352,window,hose,0.00010035275
353,window,lantern,0.00010005765
354,window,grate,0.000100010904
355,window,rearview mirror,9.9859564e-05
356,window,trailer,9.945184e-05
357,window,windsock,9.93849e-05
358,window,cane,9.934852e-05
359,window,scallion,9.8636505e-05
360,window,pet food,9.845419e-05
361,window,pea,9.8427154e-05
362,window,crystal,9.822573e-05
363,window,crystal,9.822573e-05
364,window,coffin,9.76787e-05
365,window,camera,9.741765e-05
366,window,camera,9.741765e-05
367,window,sawhorse,9.7402975e-05
368,window,sweeper,9.720068e-05
369,window,quill,9.68149e-05
370,window,knitting,9.673885e-05
371,window,gearshift,9.636226e-05
372,window,sandpaper,9.6090065e-05
373,window,punch,9.584205e-05
374,window,punch,9.584205e-05
375,window,lock,9.51971e-05
376,window,jewel,9.438154e-05
377,window,coffeemaker,9.42344e-05
378,window,clock,9.379882e-05
379,window,gift,9.3723895e-05
380,window,slicer,9.3554394e-05
381,window,hood,9.350142e-05
382,window,speaker,9.332645e-05
383,window,valve,9.330652e-05
384,window,wagon,9.2625436e-05
385,window,face,9.248914e-05
386,window,cornucopia,9.108459e-05
387,window,wheelbarrow,9.094692e-05
388,window,honeycomb,9.05953e-05
389,window,gum,9.014112e-05
390,window,coral,9.013544e-05
391,window,compass,8.977411e-05
392,window,gravel,8.936717e-05
393,window,coop,8.931877e-05
394,window,souffle,8.919534e-05
395,window,brick,8.9059344e-05
396,window,tape,8.854866e-05
397,window,hand,8.79882e-05
398,window,bra,8.785454e-05
399,window,camera lens,8.760121e-05
400,window,macadamia,8.757048e-05
401,window,silverware,8.756463e-05
402,window,fig,8.7515546e-05
403,window,flag,8.642949e-05
404,window,spider web,8.613458e-05
405,window,dart,8.6026055e-05
406,window,envelope,8.570424e-05
407,window,kettle,8.516421e-05
408,window,scissors,8.466505e-05
409,window,wax paper,8.451194e-05
410,window,gun,8.410109e-05
411,window,stirrup,8.4051375e-05
412,window,reel,8.3004204e-05
413,window,pistachio,8.283513e-05
414,window,lampshade,8.259501e-05
415,window,harp,8.186196e-05
416,window,horse,8.0936945e-05
417,window,plant,8.0842525e-05
418,window,sledgehammer,8.0346304e-05
419,window,grasshopper,8.023712e-05
420,window,cannonball,7.983136e-05
421,window,goalpost,7.959039e-05
422,window,marmalade,7.935377e-05
423,window,stretcher,7.931412e-05
424,window,motherboard,7.898924e-05
425,window,throne,7.881767e-05
426,window,hay,7.768368e-05
427,window,sprinkler,7.713591e-05
428,window,shovel,7.70837e-05
429,window,switch,7.681394e-05
430,window,riser,7.636037e-05
431,window,velcro,7.616328e-05
432,window,bookshelf,7.599292e-05
433,window,scoreboard,7.5838565e-05
434,window,puppet,7.5808624e-05
435,window,comb,7.561541e-05
436,window,bee,7.5609634e-05
437,window,puck,7.514712e-05
438,window,cummerbund,7.508609e-05
439,window,lavender,7.4548385e-05
440,window,mannequin,7.449963e-05
441,window,rocking chair,7.424642e-05
442,window,projector,7.407498e-05
443,window,notepad,7.286496e-05
444,window,oyster,7.262866e-05
445,window,plate,7.242863e-05
446,window,teacup,7.223975e-05
447,window,root,7.214928e-05
448,window,marble,7.204107e-05
449,window,swan,7.192587e-05
450,window,tray,7.171013e-05
451,window,pennant,7.1413524e-05
452,window,ribbon,7.1337156e-05
453,window,leech,7.0986556e-05
454,window,figurine,7.081833e-05
455,window,coal,7.067785e-05
456,window,handbrake,7.031535e-05
457,window,bassinet,6.978651e-05
458,window,pillow,6.902585e-05
459,window,wire cutters,6.9005844e-05
460,window,stool,6.844508e-05
461,window,stilt,6.836588e-05
462,window,olive,6.833524e-05
463,window,raccoon,6.826281e-05
464,window,wire,6.8166664e-05
465,window,cross,6.7956746e-05
466,window,gear,6.769852e-05
467,window,poppy,6.714632e-05
468,window,origami,6.710241e-05
469,window,pine needle,6.690534e-05
470,window,trumpet,6.660663e-05
471,window,poodle,6.606801e-05
472,window,desk,6.5936074e-05
473,window,tupperware,6.5818844e-05
474,window,groundhog,6.520818e-05
475,window,hoe,6.5025975e-05
476,window,light switch,6.480497e-05
477,window,slipper,6.46705e-05
478,window,sock,6.457091e-05
479,window,loveseat,6.446594e-05
480,window,crucifix,6.4328866e-05
481,window,bank,6.407428e-05
482,window,mouse,6.346564e-05
483,window,mouse,6.346564e-05
484,window,walker,6.337625e-05
485,window,walker,6.337625e-05
486,window,cleaver,6.314892e-05
487,window,muff,6.305155e-05
488,window,gem,6.291064e-05
489,window,shoehorn,6.257078e-05
490,window,thumb,6.246156e-05
491,window,vial,6.224546e-05
492,window,smoke alarm,6.15454e-05
493,window,telescope,6.1417464e-05
494,window,periscope,6.133821e-05
495,window,blind,6.1299026e-05
496,window,van,6.111364e-05
497,window,rock,6.1023136e-05
498,window,rose,6.09323e-05
499,window,bed,6.074814e-05
500,window,modem,6.0658178e-05
501,window,diamond,6.0499995e-05
502,window,videogame,6.0465853e-05
503,window,defibrillator,6.037861e-05
504,window,apron,6.0372968e-05
505,window,goblet,6.0294824e-05
506,window,touchpad,6.0235172e-05
507,window,cabbage,6.010755e-05
508,window,twig,5.9876296e-05
509,window,toy,5.984101e-05
510,window,treasure,5.94584e-05
511,window,match,5.9297803e-05
512,window,sundial,5.9265803e-05
513,window,rain gauge,5.924783e-05
514,window,dandelion,5.908161e-05
515,window,knot,5.883556e-05
516,window,revolver,5.8753358e-05
517,window,step stool,5.870452e-05
518,window,parsley,5.846049e-05
519,window,pliers,5.803166e-05
520,window,frog,5.7961417e-05
521,window,coil,5.751946e-05
522,window,noisemaker,5.7396283e-05
523,window,dice,5.7309207e-05
524,window,toaster oven,5.699689e-05
525,window,loincloth,5.6974608e-05
526,window,seismograph,5.6867237e-05
527,window,piano,5.638209e-05
528,window,seed,5.6072684e-05
529,window,licorice,5.576626e-05
530,window,trigger,5.5403252e-05
531,window,racket,5.5362158e-05
532,window,cooler,5.5342414e-05
533,window,shortbread,5.5285233e-05
534,window,walnut,5.5159573e-05
535,window,mop,5.503872e-05
536,window,axe,5.4850814e-05
537,window,prism,5.484391e-05
538,window,fencepost,5.4783482e-05
539,window,headrest,5.4521104e-05
540,window,clipper,5.446072e-05
541,window,clipper,5.446072e-05
542,window,graffiti,5.4398744e-05
543,window,rug,5.4038657e-05
544,window,crow,5.3596246e-05
545,window,garlic,5.3414693e-05
546,window,ladle,5.3332027e-05
547,window,straw,5.3184835e-05
548,window,straw,5.3184835e-05
549,window,clam,5.3119344e-05
550,window,tapestry,5.2029463e-05
551,window,vegetable,5.194627e-05
552,window,coleslaw,5.1940922e-05
553,window,column,5.186578e-05
554,window,bat,5.1786305e-05
555,window,bat,5.1786305e-05
556,window,squirrel,5.156385e-05
557,window,gargoyle,5.1502906e-05
558,window,dolly,5.12892e-05
559,window,sickle,5.1276485e-05
560,window,jukebox,5.1093728e-05
561,window,green beans,5.1064206e-05
562,window,padlock,5.102069e-05
563,window,headlight,5.0614566e-05
564,window,ball,5.0612925e-05
565,window,shoe polish,5.048595e-05
566,window,crown,5.0298713e-05
567,window,lamb,5.022413e-05
568,window,boomerang,5.007052e-05
569,window,vacuum,4.9839273e-05
570,window,coin,4.9707596e-05
571,window,duster,4.966107e-05
572,window,mousse,4.9615337e-05
573,window,ruby,4.959131e-05
574,window,hobbyhorse,4.9260132e-05
575,window,firewood,4.9130547e-05
576,window,glue,4.9037397e-05
577,window,water heater,4.890112e-05
578,window,scooter,4.858095e-05
579,window,uniform,4.8471273e-05
580,window,lemon,4.8328366e-05
581,window,spider,4.831104e-05
582,window,basil,4.8272446e-05
583,window,chive,4.8220452e-05
584,window,ramp,4.7652396e-05
585,window,straightjacket,4.754826e-05
586,window,air pump,4.748645e-05
587,window,squash,4.7230908e-05
588,window,patty,4.7203797e-05
589,window,rolling pin,4.7070378e-05
590,window,globe,4.7068046e-05
591,window,kneepad,4.696778e-05
592,window,cornmeal,4.6887853e-05
593,window,gauge,4.6809484e-05
594,window,arrow,4.670247e-05
595,window,grass,4.651507e-05
596,window,eagle,4.62817e-05
597,window,compost,4.6233792e-05
598,window,cup,4.5919518e-05
599,window,knitting needle,4.5857116e-05
600,window,armor,4.5843037e-05
601,window,tag,4.5796365e-05
602,window,duck,4.5768335e-05
603,window,gel,4.5380126e-05
604,window,hummingbird,4.529149e-05
605,window,grain,4.526317e-05
606,window,incubator,4.5248406e-05
607,window,hail,4.5230114e-05
608,window,kiwi,4.5139623e-05
609,window,parfait,4.5113284e-05
610,window,goose,4.4955832e-05
611,window,scale,4.482894e-05
612,window,binder,4.4827313e-05
613,window,cord,4.4683475e-05
614,window,possum,4.4542136e-05
615,window,costume,4.4478213e-05
616,window,drum,4.4471424e-05
617,window,book,4.4332446e-05
618,window,roll,4.4309876e-05
619,window,knife,4.4215238e-05
620,window,target,4.397923e-05
621,window,tambourine,4.380084e-05
622,window,robe,4.3786553e-05
623,window,tick,4.349879e-05
624,window,blender,4.34681e-05
625,window,camper,4.3335564e-05
626,window,bug,4.3311185e-05
627,window,tablecloth,4.3210523e-05
628,window,cash machine,4.3156324e-05
629,window,nose,4.2835185e-05
630,window,ashtray,4.254328e-05
631,window,clove,4.2444644e-05
632,window,mashed potato,4.2412674e-05
633,window,badger,4.2058786e-05
634,window,cooker,4.1945106e-05
635,window,clothespin,4.1842584e-05
636,window,bone,4.1804615e-05
637,window,garbage truck,4.178923e-05
638,window,cordon bleu,4.1737294e-05
639,window,crate,4.1655618e-05
640,window,snowman,4.15119e-05
641,window,ginger,4.135771e-05
642,window,airbag,4.1283234e-05
643,window,tarp,4.1230353e-05
644,window,combination lock,4.1223513e-05
645,window,puffin,4.1138366e-05
646,window,tooth,4.110025e-05
647,window,navel,4.107157e-05
648,window,bin,4.0946106e-05
649,window,cockatoo,4.0844938e-05
650,window,saffron,4.081332e-05
651,window,cucumber,4.0657153e-05
652,window,heater,4.037039e-05
653,window,log,4.0170835e-05
654,window,marker,4.0103467e-05
655,window,rocking horse,3.9971812e-05
656,window,breadbox,3.9968076e-05
657,window,kilt,3.9967545e-05
658,window,pin,3.9966173e-05
659,window,exhaust pipe,3.981985e-05
660,window,metronome,3.9796316e-05
661,window,chalice,3.9564948e-05
662,window,hubcap,3.937989e-05
663,window,satellite,3.9376282e-05
664,window,egg,3.937621e-05
665,window,belt,3.9235118e-05
666,window,tinsel,3.9174694e-05
667,window,chest,3.89384e-05
668,window,chest,3.89384e-05
669,window,cd player,3.887384e-05
670,window,scallop,3.8795322e-05
671,window,mousetrap,3.864415e-05
672,window,toe,3.8483802e-05
673,window,mallet,3.843267e-05
674,window,pole,3.8271082e-05
675,window,buckle,3.7786995e-05
676,window,dustpan,3.7760336e-05
677,window,vulture,3.7624173e-05
678,window,card,3.7444268e-05
679,window,siren,3.7345126e-05
680,window,anteater,3.7263937e-05
681,window,underwear,3.7136648e-05
682,window,icepick,3.7067934e-05
683,window,food processor,3.7019676e-05
684,window,fungus,3.6988902e-05
685,window,file,3.674791e-05
686,window,file,3.674791e-05
687,window,sandal,3.6743848e-05
688,window,clipboard,3.6625388e-05
689,window,vise,3.6406207e-05
690,window,nightshirt,3.6394056e-05
691,window,dogfood,3.633711e-05
692,window,grater,3.6235095e-05
693,window,terrarium,3.6224315e-05
694,window,mistletoe,3.6203524e-05
695,window,dishwasher,3.6153288e-05
696,window,bead,3.6093068e-05
697,window,sheep,3.5954345e-05
698,window,swab,3.5951398e-05
699,window,rhubarb,3.5840414e-05
700,window,stalagmite,3.579587e-05
701,window,canister,3.5758065e-05
702,window,branch,3.5573306e-05
703,window,hairdryer,3.554658e-05
704,window,trombone,3.5338708e-05
705,window,lizard,3.528745e-05
706,window,juicer,3.5176236e-05
707,window,juicer,3.5176236e-05
708,window,crystal ball,3.510211e-05
709,window,staple,3.5081695e-05
710,window,mask,3.50512e-05
711,window,dip,3.505026e-05
712,window,crank,3.503054e-05
713,window,flip-flop,3.4991877e-05
714,window,hammer,3.4941924e-05
715,window,nail clippers,3.476947e-05
716,window,videocassette,3.4688524e-05
717,window,recorder,3.4674238e-05
718,window,pitchfork,3.4669476e-05
719,window,rabbit,3.4499943e-05
720,window,backgammon,3.4460027e-05
721,window,snowplow,3.4354234e-05
722,window,sling,3.4281515e-05
723,window,almond,3.421201e-05
724,window,garbage,3.4065702e-05
725,window,helmet,3.4056153e-05
726,window,whistle,3.398017e-05
727,window,notebook,3.3947068e-05
728,window,candelabra,3.394545e-05
729,window,gourd,3.376284e-05
730,window,exerciser,3.37434e-05
731,window,playpen,3.3732074e-05
732,window,lawnmower,3.3615437e-05
733,window,blowtorch,3.355554e-05
734,window,fruit,3.3546134e-05
735,window,pecan,3.3438177e-05
736,window,ship,3.3278346e-05
737,window,ready meal,3.3164164e-05
738,window,stamp,3.3062166e-05
739,window,stamp,3.3062166e-05
740,window,barrel,3.3014396e-05
741,window,pipe,3.295991e-05
742,window,pipe,3.295991e-05
743,window,needle,3.295507e-05
744,window,daisy,3.2769287e-05
745,window,gavel,3.2383374e-05
746,window,flute,3.2311622e-05
747,window,diaper,3.2309894e-05
748,window,leaf,3.1918797e-05
749,window,apple tree,3.1883934e-05
750,window,flower,3.1878826e-05
751,window,yo-yo,3.1736014e-05
752,window,pants,3.172857e-05
753,window,phone,3.166968e-05
754,window,soap,3.163038e-05
755,window,float,3.161084e-05
756,window,sprouts,3.148664e-05
757,window,finger,3.131075e-05
758,window,brooch,3.125609e-05
759,window,robot,3.120617e-05
760,window,wine bottle,3.113566e-05
761,window,pita,3.1110554e-05
762,window,leg,3.110693e-05
763,window,kaleidoscope,3.11026e-05
764,window,sauerkraut,3.107799e-05
765,window,crayon,3.1028296e-05
766,window,chaps,3.0895248e-05
767,window,torch,3.080669e-05
768,window,stew,3.0777384e-05
769,window,ticktacktoe,3.0513185e-05
770,window,teddy bear,3.047555e-05
771,window,solar panel,3.0438605e-05
772,window,jam,3.0301724e-05
773,window,artichoke,3.0286645e-05
774,window,seal,3.0268453e-05
775,window,scoop,3.0253215e-05
776,window,bubble,3.0167474e-05
777,window,pocket,3.0121706e-05
778,window,raspberry,3.0103327e-05
779,window,satellite dish,2.9967841e-05
780,window,boot,2.9735878e-05
781,window,pug,2.9699033e-05
782,window,gravy,2.9624582e-05
783,window,foam,2.961865e-05
784,window,acorn,2.9610967e-05
785,window,faucet,2.950982e-05
786,window,birdcage,2.9340494e-05
787,window,camcorder,2.929866e-05
788,window,turf,2.9228557e-05
789,window,game,2.9143052e-05
790,window,french horn,2.9098785e-05
791,window,engine,2.8904129e-05
792,window,record,2.8761198e-05
793,window,mug,2.8753466e-05
794,window,margarita,2.8729015e-05
795,window,dalmatian,2.8657047e-05
796,window,skin,2.8633993e-05
797,window,feather,2.8622251e-05
798,window,pincushion,2.8614992e-05
799,window,trophy,2.8505227e-05
800,window,stockings,2.8443965e-05
801,window,chess piece,2.8417175e-05
802,window,footprint,2.836308e-05
803,window,yarn,2.8345015e-05
804,window,gyroscope,2.8326911e-05
805,window,toast,2.8269265e-05
806,window,bag,2.8268243e-05
807,window,tamale,2.8132052e-05
808,window,sandwich,2.8114566e-05
809,window,stuffing,2.8112421e-05
810,window,potpie,2.809098e-05
811,window,fossil,2.7907057e-05
812,window,grenade,2.7823084e-05
813,window,cockroach,2.7729893e-05
814,window,tumbleweed,2.7718737e-05
815,window,bagpipe,2.7600507e-05
816,window,amplifier,2.7490543e-05
817,window,taffy,2.7485039e-05
818,window,trap,2.7378355e-05
819,window,earwig,2.7272657e-05
820,window,bulletin board,2.727042e-05
821,window,tripod,2.7186807e-05
822,window,bandage,2.718297e-05
823,window,slug,2.6953996e-05
824,window,drain,2.6915928e-05
825,window,pickax,2.6838416e-05
826,window,tennis ball,2.6812528e-05
827,window,wine,2.6785792e-05
828,window,duct tape,2.6736383e-05
829,window,turbine,2.6696078e-05
830,window,whisk,2.6691241e-05
831,window,plum,2.6649477e-05
832,window,hash,2.6624633e-05
833,window,wand,2.6597276e-05
834,window,comic book,2.6528016e-05
835,window,chessboard,2.6491156e-05
836,window,cannon,2.6326192e-05
837,window,backdrop,2.6278685e-05
838,window,arm,2.6253785e-05
839,window,propeller,2.6195312e-05
840,window,tea,2.6175834e-05
841,window,pastry,2.612705e-05
842,window,grill,2.6044756e-05
843,window,bathmat,2.5842419e-05
844,window,soup,2.5804102e-05
845,window,poinsettia,2.5698988e-05
846,window,tool,2.5616579e-05
847,window,cardboard,2.5612913e-05
848,window,sail,2.55884e-05
849,window,pothole,2.5529607e-05
850,window,baseball,2.5470223e-05
851,window,ski,2.544871e-05
852,window,statue,2.5401427e-05
853,window,machine gun,2.5387528e-05
854,window,boxing gloves,2.5315141e-05
855,window,bear,2.524378e-05
856,window,top hat,2.5235837e-05
857,window,pickle,2.5041027e-05
858,window,chihuahua,2.50121e-05
859,window,slide,2.49793e-05
860,window,cow,2.489359e-05
861,window,pie,2.4775882e-05
862,window,matchbox,2.4737727e-05
863,window,shoe,2.4718343e-05
864,window,recliner,2.4655059e-05
865,window,wallpaper,2.4633717e-05
866,window,pencil sharpener,2.4627374e-05
867,window,stair,2.4621364e-05
868,window,rope,2.4598457e-05
869,window,chainsaw,2.446823e-05
870,window,mouth,2.4345334e-05
871,window,shoulder,2.427504e-05
872,window,brussels sprouts,2.425736e-05
873,window,splinter,2.4216586e-05
874,window,moth,2.4157906e-05
875,window,oatmeal,2.4027719e-05
876,window,lamp,2.402648e-05
